Beat,Description,Grid,Occurence_Date,Offense_Category,Offense_Code,Offense_Ext,Police_District,Record_ID,Day_of_the_Week,Month,Year,Hour,Encoded_Beat
4C,487(A) PC GRAND THEFT >$950,1227,"Tue 01-07-2020, 11:00:00 AM",LARCENY,2303,1,4,1431214,2,07,2020,11,11
4A,487(A) PC GRAND THEFT >$950,901,"Tue 01-07-2020, 07:00:00 PM",LARCENY,2303,1,4,1431228,2,07,2020,19,9
6D,487(A) PC GRAND THEFT >$950,855,"Wed 01-08-2020, 11:00:00 AM",LARCENY,2303,1,6,1431230,3,08,2020,11,18
2C,459 PC BURG BUSINESS-FORCE,611,"Mon 01-06-2020, 08:23:00 PM",BURGLARY,2203,0,2,1431232,1,06,2020,20,5
3M,459 PC BURG BUSINESS-FORCE,741,"Fri 01-03-2020, 05:50:00 PM",BURGLARY,2203,0,3,1431233,5,03,2020,17,8
3A,485 PC GRAND THFT LOST PROP-F,764,"Tue 01-07-2020, 02:15:00 PM",THEFT,2399,8,3,1431240,2,07,2020,14,6
6E,459 PC BURG BUSINESS-FORCE,1101,"Fri 01-03-2020, 01:30:00 PM",BURGLARY,2203,0,6,1431250,5,03,2020,13,19
1A,459 PC BURG BUSINESS-FORCE,333,"Sun 01-05-2020, 10:57:00 PM",BURGLARY,2203,0,1,1431252,7,05,2020,22,0
2A,459.5 BURGLARY SHOPLIFT < $950,232,"Wed 01-08-2020, 09:45:00 AM",BURGLARY,2205,3,2,1431253,3,08,2020,09,3
2A,459.5 BURGLARY SHOPLIFT < $950,232,"Wed 01-08-2020, 07:21:00 PM",BURGLARY,2205,3,2,1431254,3,08,2020,19,3
2A,459 PC BURG RESIDENCE-NO FORCE,237,"Mon 01-06-2020, 08:44:00 PM",BURGLARY,2204,0,2,1431268,1,06,2020,20,3
2A,459 PC BURG VEHICLE,501,"Wed 01-08-2020, 12:30:00 AM",BURGLARY,2299,01,2,1431272,3,08,2020,00,3
6D,459 PC BURG VEHICLE,861,"Sat 01-04-2020, 09:00:00 PM",BURGLARY,2299,01,6,1431276,6,04,2020,21,18
1C,459 PC BURG VEHICLE,447,"Mon 01-06-2020, 07:30:00 AM",BURGLARY,2299,01,1,1431277,1,06,2020,07,2
5B,459 PC BURG VEHICLE,1399,"Wed 01-08-2020, 01:00:00 AM",BURGLARY,2299,01,5,1431278,3,08,2020,01,13
1B,459 PC BURG VEHICLE,353,"Sun 01-05-2020, 03:10:00 PM",BURGLARY,2299,01,1,1431279,7,05,2020,15,1
2B,487(A) GRAND THFT-RECYCL METAL,564,"Tue 01-07-2020, 05:30:00 AM",LARCENY,2399,23,2,1431280,2,07,2020,05,4
1A,459 PC BURG VEHICLE,305,"Sun 01-05-2020, 07:00:00 PM",BURGLARY,2299,01,1,1431281,7,05,2020,19,0
3B,459 PC BURG VEHICLE,746,"Sat 01-04-2020, 11:00:00 PM",BURGLARY,2299,01,3,1431282,6,04,2020,23,7
6B,459 PC BURG VEHICLE,1018,"Sun 01-05-2020, 11:30:00 PM",BURGLARY,2299,01,6,1431283,7,05,2020,23,16
6C,459 PC BURG VEHICLE,1403,"Sat 01-04-2020, 07:40:00 AM",BURGLARY,2299,01,6,1431284,6,04,2020,07,17
1A,459 PC BURG VEHICLE,304,"Mon 01-06-2020, 09:30:00 AM",BURGLARY,2299,01,1,1431285,1,06,2020,09,0
3B,459 PC BURG VEHICLE,766,"Wed 01-01-2020, 02:00:00 AM",BURGLARY,2299,01,3,1431286,3,01,2020,02,7
5B,459 PC BURG VEHICLE,1618,"Tue 01-07-2020, 12:20:00 AM",BURGLARY,2299,01,5,1431288,2,07,2020,00,13
1A,459 PC BURG VEHICLE,333,"Tue 01-07-2020, 05:09:00 AM",BURGLARY,2299,01,1,1431289,2,07,2020,05,0
2C,459 PC BURG VEHICLE,620,"Mon 01-06-2020, 06:20:00 PM",BURGLARY,2299,01,2,1431290,1,06,2020,18,5
5B,459 PC BURG VEHICLE,1621,"Tue 01-07-2020, 10:22:00 AM",BURGLARY,2299,01,5,1431291,2,07,2020,10,13
4A,459 PC BURG RESIDENCE-FORCE,964,"Thu 01-02-2020, 08:45:00 PM",BURGLARY,2202,0,4,1431292,4,02,2020,20,9
1B,459 PC BURG RESIDENCE-FORCE,421,"Tue 01-07-2020, 07:05:00 AM",BURGLARY,2202,0,1,1431293,2,07,2020,07,1
6B,459 PC BURG VEHICLE,1019,"Wed 01-08-2020, 07:40:00 AM",BURGLARY,2299,01,6,1431295,3,08,2020,07,16
4C,459 PC BURG BUSINESS-FORCE,985,"Wed 01-08-2020, 01:03:00 AM",BURGLARY,2203,0,4,1431296,3,08,2020,01,11
4B,211 PC ROBBERY-UNSPECIFIED,976,"Mon 01-06-2020, 06:45:00 PM",ROBBERY,1299,0,4,1431309,1,06,2020,18,10
4B,484 PC PETTY THEFT,1356,"Sun 01-05-2020, 05:55:00 PM",LARCENY,2399,2,4,1431316,7,05,2020,17,10
6E,484 PETTY THEFT/LICENSE PLATE,876,"Wed 01-08-2020, 05:00:00 PM",LARCENY,2399,4,6,1431339,3,08,2020,17,19
6B,484 PETTY THEFT/LICENSE PLATE,1005,"Tue 01-07-2020, 06:30:00 AM",LARCENY,2399,4,6,1431353,2,07,2020,06,16
5C,484 PETTY THEFT/LICENSE PLATE,1606,"Mon 01-06-2020, 05:00:00 PM",LARCENY,2399,4,5,1431359,1,06,2020,17,14
2C,487(A) PC GRAND THEFT >$950,620,"Wed 01-08-2020, 08:28:00 PM",LARCENY,2303,1,2,1431361,3,08,2020,20,5
2B,O/S AGENCY  10851 VC LOCATE,523,"Thu 01-09-2020, 09:00:00 AM",AUTO THEFT,2404,13,2,1431366,4,09,2020,09,4
3B,484 PETTY THEFT/LICENSE PLATE,728,"Sun 01-05-2020, 12:00:00 PM",LARCENY,2399,4,3,1431374,7,05,2020,12,7
5B,487(A) PC GRAND THEFT >$950,1369,"Tue 01-07-2020, 10:00:00 PM",LARCENY,2303,1,5,1431377,2,07,2020,22,13
6A,211 PC ROBBERY-PURSE SNATCH,1071,"Thu 01-09-2020, 07:16:00 AM",ROBBERY,1210,0,6,1431384,4,09,2020,07,15
3M,496(A) REC STOLEN PROP-FEL,732,"Thu 01-09-2020, 10:19:00 AM",STOLEN PROP,2803,0,3,1431386,4,09,2020,10,8
1B,459 PC BURG UNSPECIFIED-FEL,434,"Thu 01-09-2020, 03:50:00 AM",BURGLARY,2299,09,1,1431393,4,09,2020,03,1
1A,211 PC ROBBERY-UNSPECIFIED,130,"Wed 01-08-2020, 08:45:00 PM",ROBBERY,1299,0,1,1431401,3,08,2020,20,0
1A,602 PC TRESPASS,145,"Wed 01-08-2020, 06:49:00 PM",PRIVACY,5707,0,1,1431407,3,08,2020,18,0
5A,O/S AGENCY  10851 VC LOCATE,1394,"Thu 01-02-2020, 11:00:00 AM",AUTO THEFT,2404,13,5,1431420,4,02,2020,11,12
1A,211 PC ROBBERY-UNSPECIFIED,344,"Tue 01-07-2020, 09:30:00 AM",ROBBERY,1299,0,1,1431429,2,07,2020,09,0
2A,459 PC BURG RESIDENCE-NO FORCE,516,"Wed 01-08-2020, 10:00:00 PM",BURGLARY,2204,0,2,1431432,3,08,2020,22,3
6C,487(A) GRAND THFT-RECYCL METAL,1136,"Wed 01-01-2020, 09:00:00 AM",LARCENY,2399,23,6,1431434,3,01,2020,09,17
6C,459 PC BURG BUSINESS-FORCE,1147,"Wed 01-08-2020, 07:22:00 AM",BURGLARY,2203,0,6,1431435,3,08,2020,07,17
1A,211 PC ROBBERY-PURSE SNATCH,333,"Thu 01-09-2020, 08:14:00 PM",ROBBERY,1210,0,1,1431457,4,09,2020,20,0
1B,459 PC BURG RESIDENCE-FORCE,441,"Thu 01-09-2020, 05:17:00 PM",BURGLARY,2202,0,1,1431462,4,09,2020,17,1
2B,602(E)REMOVE SOIL PUBLIC PROP,532,"Thu 01-09-2020, 12:44:00 PM",TRESPASS,5707,05,2,1431464,4,09,2020,12,4
2C,O/S AGENCY  10851 VC LOCATE,602,"Tue 01-07-2020, 09:50:00 AM",AUTO THEFT,2404,13,2,1431469,2,07,2020,09,5
1A,459 PC BURG RESIDENCE-NO FORCE,106,"Mon 01-06-2020, 02:15:00 AM",BURGLARY,2204,0,1,1431474,1,06,2020,02,0
4B,484 PC PETTY THEFT,958,"Sat 01-04-2020, 01:36:00 AM",LARCENY,2399,2,4,1431477,6,04,2020,01,10
1A,484 PETTY THEFT CLOUT UNLOCKED,344,"Thu 01-09-2020, 10:00:00 PM",LARCENY,2305,0,1,1431495,4,09,2020,22,0
3B,459 PC BURG RESIDENCE-FORCE,736,"Sun 01-05-2020, 09:00:00 PM",BURGLARY,2202,0,3,1431500,7,05,2020,21,7
1A,484 PC PETTY THEFT,313,"Tue 01-07-2020, 05:40:00 PM",LARCENY,2399,2,1,1431513,2,07,2020,17,0
6E,484 PC PETTY THEFT,1115,"Wed 01-08-2020, 03:30:00 PM",LARCENY,2399,2,6,1431515,3,08,2020,15,19
6A,484 PC PETTY THEFT,1014,"Fri 01-03-2020, 06:00:00 PM",LARCENY,2399,2,6,1431516,5,03,2020,18,15
6C,459 PC BURG RESIDENCE-FORCE,1131,"Sun 01-05-2020, 05:00:00 PM",BURGLARY,2202,0,6,1431522,7,05,2020,17,17
1A,459 PC BURG VEHICLE,305,"Sun 01-05-2020, 07:00:00 PM",BURGLARY,2299,01,1,1431528,7,05,2020,19,0
3A,484 PETTY THEFT/LICENSE PLATE,763,"Thu 01-09-2020, 07:00:00 PM",LARCENY,2399,4,3,1431529,4,09,2020,19,6
6D,459 PC BURG VEHICLE,841,"Sun 01-05-2020, 03:00:00 AM",BURGLARY,2299,01,6,1431531,7,05,2020,03,18
3B,487(A) PC GRAND THEFT >$950,748,"Tue 01-07-2020, 07:30:00 PM",LARCENY,2303,1,3,1431536,2,07,2020,19,7
6C,487(A) PC GRAND THEFT >$950,1134,"Mon 01-06-2020, 08:30:00 AM",LARCENY,2303,1,6,1431538,1,06,2020,08,17
3A,459 PC BURG VEHICLE,715,"Mon 01-06-2020, 07:00:00 AM",BURGLARY,2299,01,3,1431540,1,06,2020,07,6
6E,487(A) PC GRAND THEFT >$950,877,"Tue 01-07-2020, 08:30:00 PM",LARCENY,2303,1,6,1431541,2,07,2020,20,19
4B,484 PETTY THEFT CLOUT UNLOCKED,966,"Fri 01-03-2020, 12:40:00 AM",LARCENY,2305,0,4,1431551,5,03,2020,00,10
1A,484 PC PETTY THEFT,333,"Tue 01-07-2020, 07:20:00 PM",LARCENY,2399,2,1,1431575,2,07,2020,19,0
6D,484 PETTY THEFT CLOUT UNLOCKED,811,"Sat 01-04-2020, 07:15:00 AM",LARCENY,2305,0,6,1431576,6,04,2020,07,18
6C,459 PC BURG VEHICLE,1134,"Sun 01-05-2020, 03:40:00 AM",BURGLARY,2299,01,6,1431580,7,05,2020,03,17
3B,484 PC PETTY THEFT,716,"Wed 01-08-2020, 11:38:00 PM",LARCENY,2399,2,3,1431581,3,08,2020,23,7
2B,484 PC PETTY THEFT,546,"Wed 01-08-2020, 10:00:00 PM",LARCENY,2399,2,2,1431586,3,08,2020,22,4
1A,459 PC BURG VEHICLE,333,"Thu 01-09-2020, 01:50:00 PM",BURGLARY,2299,01,1,1431587,4,09,2020,13,0
2A,484 PETTY THEFT/LICENSE PLATE,517,"Mon 01-06-2020, 08:00:00 PM",LARCENY,2399,4,2,1431592,1,06,2020,20,3
2A,O/S AGENCY  10851 VC LOCATE,503,"Fri 01-10-2020, 04:48:00 AM",AUTO THEFT,2404,13,2,1431594,5,10,2020,04,3
2A,O/S AGENCY  10851 VC LOCATE,224,"Sun 01-05-2020, 05:36:00 AM",AUTO THEFT,2404,13,2,1431598,7,05,2020,05,3
3B,O/S AGENCY  10851 VC LOCATE,748,"Fri 01-10-2020, 03:14:00 PM",AUTO THEFT,2404,13,3,1431617,5,10,2020,15,7
2C,211 PC ROBBERY-SHOPLIFT,619,"Fri 01-10-2020, 11:18:00 AM",ROBBERY,1203,0,2,1431627,5,10,2020,11,5
5A,459 PC BURG RESIDENCE-FORCE,1364,"Thu 01-09-2020, 05:30:00 PM",BURGLARY,2202,0,5,1431631,4,09,2020,17,12
4A,484 PC PETTY THEFT,965,"Thu 01-09-2020, 07:44:00 PM",LARCENY,2399,2,4,1431632,4,09,2020,19,9
6E,459 PC BURG BUSINESS-FORCE,1117,"Thu 01-09-2020, 03:57:00 AM",BURGLARY,2203,0,6,1431635,4,09,2020,03,19
3B,O/S AGENCY  10851 VC LOCATE,787,"Fri 01-10-2020, 05:36:00 PM",AUTO THEFT,2404,13,3,1431644,5,10,2020,17,7
2A,211 PC ROBBERY-BUSINESS,239,"Fri 01-10-2020, 08:06:00 AM",ROBBERY,1299,2,2,1431649,5,10,2020,08,3
3A,487(A) PC GRAND THEFT >$950,704,"Thu 01-09-2020, 10:00:00 AM",LARCENY,2303,1,3,1431661,4,09,2020,10,6
2A,O/S AGENCY  10851 VC LOCATE,226,"Fri 01-10-2020, 11:03:00 AM",AUTO THEFT,2404,13,2,1431662,5,10,2020,11,3
1A,459 PC BURG BUSINESS-FORCE,328,"Fri 01-10-2020, 02:29:00 AM",BURGLARY,2203,0,1,1431667,5,10,2020,02,0
1B,211 PC ROBBERY-UNSPECIFIED,401,"Fri 01-10-2020, 06:30:00 PM",ROBBERY,1299,0,1,1431678,5,10,2020,18,1
6C,484 PC PETTY THEFT,1113,"Wed 01-08-2020, 07:30:00 PM",LARCENY,2399,2,6,1431689,3,08,2020,19,17
6D,487(A) PC GRAND THEFT >$950,832,"Tue 01-07-2020, 09:00:00 AM",LARCENY,2303,1,6,1431691,2,07,2020,09,18
6C,487(A) PC GRAND THEFT >$950,1124,"Thu 01-09-2020, 09:40:00 AM",LARCENY,2303,1,6,1431697,4,09,2020,09,17
1B,459 PC BURG RESIDENCE-FORCE,421,"Mon 01-06-2020, 11:00:00 PM",BURGLARY,2202,0,1,1431699,1,06,2020,23,1
3A,459 PC BURG VEHICLE,704,"Fri 01-03-2020, 03:50:00 AM",BURGLARY,2299,01,3,1431700,5,03,2020,03,6
1B,484 PC PETTY THEFT,441,"Wed 01-08-2020, 11:00:00 PM",LARCENY,2399,2,1,1431701,3,08,2020,23,1
1A,459 PC BURG VEHICLE,304,"Sun 01-05-2020, 01:00:00 AM",BURGLARY,2299,01,1,1431702,7,05,2020,01,0
5B,459 PC BURG VEHICLE,1614,"Fri 01-10-2020, 07:03:00 AM",BURGLARY,2299,01,5,1431705,5,10,2020,07,13
6D,484 PC PETTY THEFT,811,"Fri 01-10-2020, 07:00:00 AM",LARCENY,2399,2,6,1431706,5,10,2020,07,18
6C,459 PC BURG VEHICLE,1131,"Fri 01-10-2020, 03:30:00 AM",BURGLARY,2299,01,6,1431707,5,10,2020,03,17
6E,459 PC BURG VEHICLE,1116,"Fri 01-10-2020, 02:00:00 AM",BURGLARY,2299,01,6,1431708,5,10,2020,02,19
3A,484 PC PETTY THEFT,721,"Mon 01-06-2020, 08:00:00 PM",LARCENY,2399,2,3,1431709,1,06,2020,20,6
6D,459 PC BURG VEHICLE,803,"Thu 01-09-2020, 11:00:00 PM",BURGLARY,2299,01,6,1431711,4,09,2020,23,18
4A,484 PETTY THEFT/LICENSE PLATE,908,"Fri 01-10-2020, 06:00:00 PM",LARCENY,2399,4,4,1431760,5,10,2020,18,9
1A,O/S AGENCY  10851 VC LOCATE,116,"Wed 01-08-2020, 09:16:00 PM",AUTO THEFT,2404,13,1,1431776,3,08,2020,21,0
2C,459.5 BURGLARY SHOPLIFT < $950,628,"Thu 01-09-2020, 02:11:00 PM",BURGLARY,2205,3,2,1431799,4,09,2020,14,5
5A,484 PETTY THEFT/LICENSE PLATE,1394,"Fri 01-10-2020, 07:00:00 PM",LARCENY,2399,4,5,1431817,5,10,2020,19,12
3B,459 PC BURG BUSINESS-FORCE,766,"Thu 01-09-2020, 11:15:00 PM",BURGLARY,2203,0,3,1431823,4,09,2020,23,7
1A,487(A) PC GRAND THEFT >$950,325,"Sun 01-05-2020, 03:00:00 PM",LARCENY,2303,1,1,1431825,7,05,2020,15,0
6E,487(C) GRAND THEFT-PURSE SNTCH,1101,"Sat 01-11-2020, 08:45:00 PM",LARCENY,2302,0,6,1431831,6,11,2020,20,19
4B,O/S AGENCY  10851 VC LOCATE,1356,"Sat 01-11-2020, 03:19:00 PM",AUTO THEFT,2404,13,4,1431833,6,11,2020,15,10
5C,459 PC BURG RESIDENCE-NO FORCE,1654,"Thu 01-09-2020, 03:25:00 PM",BURGLARY,2204,0,5,1431847,4,09,2020,15,14
1B,484 PETTY THEFT/LICENSE PLATE,435,"Fri 01-10-2020, 05:00:00 PM",LARCENY,2399,4,1,1431873,5,10,2020,17,1
1B,484 PETTY THEFT/LICENSE PLATE,440,"Sun 01-12-2020, 02:40:00 AM",LARCENY,2399,4,1,1431881,7,12,2020,02,1
4C,484 PETTY THEFT/LICENSE PLATE,1279,"Sun 01-12-2020, 01:00:00 PM",LARCENY,2399,4,4,1431883,7,12,2020,13,11
1A,O/S AGENCY  10851 VC LOCATE,106,"Tue 01-07-2020, 09:27:00 AM",AUTO THEFT,2404,13,1,1431902,2,07,2020,09,0
6A,602 PC TRESPASS,1015,"Sun 01-12-2020, 03:38:00 PM",PRIVACY,5707,0,6,1431905,7,12,2020,15,15
6A,459 PC BURG RESIDENCE-NO FORCE,1042,"Sun 01-05-2020, 06:34:00 PM",BURGLARY,2204,0,6,1431910,7,05,2020,18,15
3B,487(A) GRAND THEFT-AUTO PARTS,778,"Fri 01-10-2020, 10:30:00 PM",LARCENY,2304,1,3,1431911,5,10,2020,22,7
3A,487(A) GRAND THEFT-AUTO PARTS,765,"Wed 01-08-2020, 02:56:00 AM",LARCENY,2304,1,3,1431917,3,08,2020,02,6
6A,O/S AGENCY  10851 VC LOCATE,1001,"Sun 01-12-2020, 03:52:00 PM",AUTO THEFT,2404,13,6,1431924,7,12,2020,15,15
6C,O/S AGENCY  10851 VC LOCATE,1124,"Fri 01-10-2020, 03:50:00 PM",AUTO THEFT,2404,13,6,1431931,5,10,2020,15,17
5A,459 PC BURG RESIDENCE-FORCE,1511,"Sun 01-12-2020, 09:00:00 AM",BURGLARY,2202,0,5,1431937,7,12,2020,09,12
5B,484 PETTY THEFT/LICENSE PLATE,1369,"Sun 01-12-2020, 08:00:00 PM",LARCENY,2399,4,5,1431938,7,12,2020,20,13
6B,459 PC BURG VEHICLE,1088,"Fri 01-10-2020, 11:00:00 PM",BURGLARY,2299,01,6,1431942,5,10,2020,23,16
1A,484 PC PETTY THEFT,116,"Wed 01-08-2020, 12:20:00 PM",LARCENY,2399,2,1,1431959,3,08,2020,12,0
3A,459 PC BURG VEHICLE,707,"Thu 01-09-2020, 04:35:00 AM",BURGLARY,2299,01,3,1431960,4,09,2020,04,6
3A,459 PC BURG RESIDENCE-FORCE,784,"Thu 01-09-2020, 03:25:00 AM",BURGLARY,2202,0,3,1431962,4,09,2020,03,6
6C,459 PC BURG VEHICLE,1131,"Fri 01-10-2020, 01:00:00 AM",BURGLARY,2299,01,6,1431963,5,10,2020,01,17
1A,1708 US THEFT OF MAIL,115,"Mon 01-06-2020, 01:30:00 PM",LARCENY,2310,0,1,1431967,1,06,2020,13,0
5C,459 PC BURG VEHICLE,1607,"Thu 01-09-2020, 06:55:00 PM",BURGLARY,2299,01,5,1431970,4,09,2020,18,14
6B,459 PC BURG VEHICLE,1068,"Fri 01-10-2020, 07:00:00 PM",BURGLARY,2299,01,6,1431972,5,10,2020,19,16
2C,484 PC PETTY THEFT,603,"Fri 01-10-2020, 11:00:00 PM",LARCENY,2399,2,2,1431974,5,10,2020,23,5
1A,487(A) PC GRAND THEFT >$950,307,"Tue 01-07-2020, 03:25:00 AM",LARCENY,2303,1,1,1431980,2,07,2020,03,0
4B,487(A) PC GRAND THEFT >$950,1304,"Thu 01-09-2020, 12:00:00 AM",LARCENY,2303,1,4,1431981,4,09,2020,00,10
5C,487(A) PC GRAND THEFT >$950,1654,"Fri 01-10-2020, 07:10:00 AM",LARCENY,2303,1,5,1431982,5,10,2020,07,14
2B,487(A) PC GRAND THEFT >$950,541,"Thu 01-09-2020, 11:30:00 PM",LARCENY,2303,1,2,1431983,4,09,2020,23,4
1A,487(A) PC GRAND THEFT >$950,333,"Fri 01-10-2020, 12:00:00 AM",LARCENY,2303,1,1,1431985,5,10,2020,00,0
5C,484 PC PETTY THEFT,1654,"Sat 01-11-2020, 10:25:00 AM",LARCENY,2399,2,5,1431989,6,11,2020,10,14
6B,459 PC BURG VEHICLE,1019,"Fri 01-10-2020, 11:55:00 PM",BURGLARY,2299,01,6,1431991,5,10,2020,23,16
4A,459 PC BURG RESIDENCE-NO FORCE,928,"Fri 01-10-2020, 10:30:00 AM",BURGLARY,2204,0,4,1431993,5,10,2020,10,9
1A,484 PC PETTY THEFT,145,"Thu 01-09-2020, 05:47:00 PM",LARCENY,2399,2,1,1431995,4,09,2020,17,0
1A,459 PC BURG VEHICLE,338,"Fri 01-10-2020, 11:15:00 AM",BURGLARY,2299,01,1,1431997,5,10,2020,11,0
6D,459 PC BURG BUSINESS-FORCE,856,"Sun 01-12-2020, 04:23:00 AM",BURGLARY,2203,0,6,1432004,7,12,2020,04,18
5C,211 PC ROBBERY-UNSPECIFIED,1654,"Sun 01-12-2020, 01:04:00 AM",ROBBERY,1299,0,5,1432010,7,12,2020,01,14
1B,484 PC PETTY THEFT,401,"Sat 01-04-2020, 09:25:00 AM",LARCENY,2399,2,1,1432012,6,04,2020,09,1
1B,459 PC BURG VEHICLE,440,"Sat 01-11-2020, 07:45:00 PM",BURGLARY,2299,01,1,1432013,6,11,2020,19,1
5A,484 PETTY THEFT/LICENSE PLATE,1396,"Mon 01-06-2020, 08:00:00 AM",LARCENY,2399,4,5,1432020,1,06,2020,08,12
5B,484 PC PETTY THEFT/INSIDE,1633,"Sat 01-04-2020, 12:00:00 PM",LARCENY,2308,0,5,1432021,6,04,2020,12,13
2A,459.5 BURGLARY SHOPLIFT < $950,232,"Sat 01-11-2020, 09:18:00 AM",BURGLARY,2205,3,2,1432028,6,11,2020,09,3
1B,487(A) GRAND THFT-RECYCL METAL,401,"Sat 01-11-2020, 12:25:00 AM",LARCENY,2399,23,1,1432029,6,11,2020,00,1
4A,1708 US THEFT OF MAIL,907,"Sat 01-11-2020, 12:00:00 AM",LARCENY,2310,0,4,1432035,6,11,2020,00,9
2A,459.5 BURGLARY SHOPLIFT < $950,232,"Sat 01-11-2020, 06:55:00 PM",BURGLARY,2205,3,2,1432036,6,11,2020,18,3
2A,459.5 BURGLARY SHOPLIFT < $950,232,"Thu 01-09-2020, 01:14:00 PM",BURGLARY,2205,3,2,1432037,4,09,2020,13,3
6E,1708 US THEFT OF MAIL,871,"Wed 01-08-2020, 08:00:00 AM",LARCENY,2310,0,6,1432038,3,08,2020,08,19
1B,484 PC PETTY THEFT,443,"Sat 01-11-2020, 11:25:00 AM",LARCENY,2399,2,1,1432039,6,11,2020,11,1
4C,459 PC BURG RESIDENCE-FORCE,1296,"Sun 01-12-2020, 04:00:00 PM",BURGLARY,2202,0,4,1432040,7,12,2020,16,11
5B,459 PC BURG RESIDENCE-FORCE,1621,"Sun 01-12-2020, 12:59:00 PM",BURGLARY,2202,0,5,1432041,7,12,2020,12,13
2C,459 PC BURG VEHICLE,603,"Fri 01-10-2020, 08:30:00 AM",BURGLARY,2299,01,2,1432045,5,10,2020,08,5
1A,484 PC PETTY THEFT,318,"Mon 01-13-2020, 10:10:00 AM",LARCENY,2399,2,1,1432048,1,13,2020,10,0
6A,459.5 BURGLARY SHOPLIFT < $950,1015,"Sun 01-12-2020, 03:00:00 PM",BURGLARY,2205,3,6,1432049,7,12,2020,15,15
2C,487(A) GRAND THFT-RECYCL METAL,606,"Fri 01-10-2020, 09:00:00 PM",LARCENY,2399,23,2,1432051,5,10,2020,21,5
1A,211 PC ROBBERY-UNSPECIFIED,306,"Sun 01-12-2020, 12:06:00 PM",ROBBERY,1299,0,1,1432052,7,12,2020,12,0
2B,459 PC BURG VEHICLE,546,"Sun 01-12-2020, 06:00:00 PM",BURGLARY,2299,01,2,1432053,7,12,2020,18,4
6D,484 PC PETTY THEFT,846,"Sun 01-12-2020, 12:00:00 PM",LARCENY,2399,2,6,1432061,7,12,2020,12,18
3B,211 PC ROBBERY-UNSPECIFIED,748,"Sun 01-12-2020, 02:44:00 AM",ROBBERY,1299,0,3,1432062,7,12,2020,02,7
4B,484 PC PETTY THEFT,958,"Sun 01-12-2020, 10:55:00 AM",LARCENY,2399,2,4,1432065,7,12,2020,10,10
2B,496(A) REC STOLEN PROP-FEL,553,"Sun 01-12-2020, 05:48:00 PM",STOLEN PROP,2803,0,2,1432068,7,12,2020,17,4
3M,484 PC PETTY THEFT,742,"Sun 01-12-2020, 06:31:00 PM",LARCENY,2399,2,3,1432069,7,12,2020,18,8
6C,459 PC BURG BUSINESS-FORCE,1133,"Sat 01-11-2020, 11:40:00 AM",BURGLARY,2203,0,6,1432078,6,11,2020,11,17
6C,459 PC BURG BUSINESS-FORCE,1441,"Sun 01-12-2020, 05:49:00 AM",BURGLARY,2203,0,6,1432080,7,12,2020,05,17
2C,459 PC BURG BUSINESS-FORCE,622,"Sun 01-12-2020, 07:12:00 AM",BURGLARY,2203,0,2,1432081,7,12,2020,07,5
2C,459 PC BURG BUSINESS-FORCE,614,"Sun 01-12-2020, 09:14:00 AM",BURGLARY,2203,0,2,1432082,7,12,2020,09,5
6C,487(A) PC GRAND THEFT >$950,1411,"Mon 01-13-2020, 12:30:00 AM",LARCENY,2303,1,6,1432086,1,13,2020,00,17
3M,211 PC ROBBERY-PURSE SNATCH,734,"Sun 01-12-2020, 10:36:00 PM",ROBBERY,1210,0,3,1432108,7,12,2020,22,8
1C,496(A) REC STOLEN PROP-FEL,429,"Mon 01-13-2020, 09:26:00 PM",STOLEN PROP,2803,0,1,1432116,1,13,2020,21,2
2B,O/S AGENCY  10851 VC LOCATE,563,"Mon 01-13-2020, 09:10:00 AM",AUTO THEFT,2404,13,2,1432119,1,13,2020,09,4
2C,O/S AGENCY  10851 VC LOCATE,567,"Mon 01-13-2020, 08:49:00 AM",AUTO THEFT,2404,13,2,1432125,1,13,2020,08,5
2B,O/S AGENCY  10851 VC LOCATE,531,"Mon 01-13-2020, 09:49:00 AM",AUTO THEFT,2404,13,2,1432126,1,13,2020,09,4
6B,484 PC PETTY THEFT,1065,"Fri 01-10-2020, 11:03:00 PM",LARCENY,2399,2,6,1432141,5,10,2020,23,16
5C,1708 US THEFT OF MAIL,1635,"Mon 01-13-2020, 07:00:00 AM",LARCENY,2310,0,5,1432143,1,13,2020,07,14
4B,484 PC PETTY THEFT,1346,"Sat 01-11-2020, 04:25:00 PM",LARCENY,2399,2,4,1432145,6,11,2020,16,10
4C,484 PC PETTY THEFT,1285,"Fri 01-10-2020, 09:30:00 PM",LARCENY,2399,2,4,1432147,5,10,2020,21,11
6B,484 PC PETTY THEFT,1002,"Fri 01-10-2020, 03:00:00 PM",LARCENY,2399,2,6,1432148,5,10,2020,15,16
1A,459 PC BURG VEHICLE,336,"Sun 01-12-2020, 02:00:00 AM",BURGLARY,2299,01,1,1432150,7,12,2020,02,0
1A,459 PC BURG VEHICLE,313,"Mon 01-13-2020, 02:55:00 PM",BURGLARY,2299,01,1,1432152,1,13,2020,14,0
1A,459 PC BURG BUSINESS-NO FORCE,328,"Fri 01-10-2020, 06:40:00 PM",BURGLARY,2205,0,1,1432159,5,10,2020,18,0
1B,459 PC BURG VEHICLE,440,"Sat 01-11-2020, 02:40:00 AM",BURGLARY,2299,01,1,1432160,6,11,2020,02,1
